portfolio_id,return
PF00001001,0.0279084
PF00001004,0.031452
PF00001009,0.0270564
PF00001013,0.0270564
PF00001014,0.0270564
PF00001015,0.0270564
PF00001017,0.031872
PF00001023,0.0270564
PF00001024,0.0270564
PF00001025,0.0270564
PF00001028,0.0270564
PF00001032,0.0270564
PF00001036,0.0270564
PF00001041,0.0270564
PF00001045,0.0270564
PF00001047,0.0270564
PF00001049,0.0270564
PF00001053,0.0270564
PF00001060,0.0270564
PF00001067,0.0270564
PF00001068,0.0270564
PF00001069,0.0270564
PF00001077,0.0270564
PF00001078,0.0270564
PF00001085,0.0270564
PF00001086,0.0270564
PF00001087,0.0270564
PF00001088,0.0270564
PF00001092,0.031572
PF00001095,0.0270564
PF00001099,0.0270564
PF00001100,0.031452
PF00001104,0.0270564
PF00001105,0.0270564
PF00001107,0.0270564
PF00001108,0.0270564
PF00001112,0.0270564
PF00001119,0.0270564
PF00001123,0.0270564
PF00001126,0.0270564
PF00001132,0.0270564
PF00001135,0.0270564
PF00001145,0.0270564
PF00001148,0.0270564
PF00001153,0.0270564
PF00001155,0.0270564
PF00001161,0.0270564
PF00001164,0.0283524
PF00001165,0.0283524
PF00001171,0.032898
PF00001178,0.035024999999999994
PF00001179,0.035024999999999994
PF00001180,0.03584099999999999
PF00001194,0.031761599999999994
PF00001199,0.03429913846153845
PF00001198,0.03429913846153845
PF00001203,0.03429913846153845
PF00001204,0.04240908717948717
PF00001209,0.045910687179487174
PF00001210,0.044938687179487166
PF00001218,0.04746554432234431
PF00001220,0.04746554432234431
PF00001223,0.04746554432234431
PF00001225,0.04746554432234431
PF00001227,0.04746554432234431
PF00001230,0.04831754432234432
PF00001233,0.04746554432234431
PF00001236,0.047431544322344324
PF00001238,0.047431544322344324
PF00001239,0.047431544322344324
PF00001241,0.04746554432234431
PF00001243,0.04746554432234431
PF00001244,0.04746554432234431
PF00001245,0.04746554432234431
PF00001253,0.04746554432234431
PF00001255,0.04746554432234431
PF00001258,0.04746554432234431
PF00001260,0.047431544322344324
PF00001262,0.04746554432234431
PF00001264,0.04746554432234431
PF00001265,0.04746554432234431
PF00001270,0.04746554432234431
PF00001274,0.04746554432234431
PF00001277,0.04746554432234431
PF00001282,0.04831754432234432
PF00001283,0.04831754432234432
PF00001285,0.04746554432234431
PF00001288,0.04821692893772893
PF00001290,0.04736492893772893
PF00001294,0.04736492893772893
PF00001296,0.04682219728506787
PF00001303,0.046708658823529405
PF00001305,0.0475606588235294
