portfolio_id,return
PF00001001,0.027759055567745508
PF00001004,0.027601306557704625
PF00001009,0.0270631327334501
PF00001013,0.026403055947592936
PF00001014,0.024265597345451227
PF00001015,0.02642456923661637
PF00001017,0.025600631166944932
PF00001023,0.025781612643669995
PF00001024,0.026783587024562436
PF00001025,0.05106584415915869
PF00001028,0.025669338718076487
PF00001032,0.027138747473649853
PF00001036,0.025145910936285033
PF00001041,0.02498885623614982
PF00001045,0.02456779755397919
PF00001047,0.024910301685677837
PF00001049,0.025961104531933565
PF00001053,0.05130653899959799
PF00001060,0.024593626373177885
PF00001067,0.02469050139764852
PF00001068,0.02560936810643813
PF00001069,0.024207222880580238
PF00001077,0.02481073943286514
PF00001078,0.024315672318688742
PF00001085,0.025156024226691158
PF00001086,0.0514488637319324
PF00001087,0.024455353189119906
PF00001088,0.025725956323404953
PF00001092,0.02418835741207136
PF00001095,0.024245675588940755
PF00001099,0.023935262343881762
PF00001100,0.026391139840931225
PF00001104,0.024667131570924164
PF00001105,0.029718601711491356
PF00001107,0.02645251673122786
PF00001108,0.05455866835994608
PF00001112,0.02645251673122786
PF00001119,0.025295147068311322
PF00001123,0.02748057047782117
PF00001126,0.025906426342440485
PF00001132,0.026402876166856458
PF00001135,0.02554302735364227
PF00001145,0.02933974310316846
PF00001148,0.026204893534567612
PF00001153,0.025462023768029307
PF00001155,0.05365686926817662
PF00001161,0.025730789407340218
PF00001164,0.02537504558396205
PF00001165,0.026244740066584858
PF00001171,0.05008458289183382
PF00001178,0.027639432106846676
PF00001179,0.034204812772871934
PF00001180,0.0563265715599897
PF00001194,0.026630232602506007
PF00001199,0.02492602701118987
PF00001198,0.03225612978941971
PF00001203,0.02422035916837162
PF00001204,0.02616100737742033
PF00001209,0.04949756603449397
PF00001210,0.0256970914557586
PF00001218,0.024996684617716432
PF00001220,0.025515241544399644
PF00001223,0.025236333228131208
PF00001225,0.026048622297800982
PF00001227,0.026699852583584375
PF00001230,0.05040721940825007
PF00001233,0.025097939287105412
PF00001236,0.025356768410985674
PF00001238,0.027367209642028347
PF00001239,0.0550976218256364
PF00001241,0.05034764977613978
PF00001243,0.025563278437418287
PF00001244,0.03339120916987709
PF00001245,0.05381744102559819
PF00001253,0.025102520209790896
PF00001255,0.02643627185560947
PF00001258,0.025665998198922516
PF00001260,0.02477358905961754
PF00001262,0.025047796528121852
PF00001264,0.025958217372355367
PF00001265,0.024915574285740028
PF00001270,0.05381479716369495
PF00001274,0.02709937849293229
PF00001277,0.02524270454906246
PF00001282,0.029655905174801673
PF00001283,0.037111473908908885
PF00001285,0.025381098490088256
PF00001288,0.025823826981123513
PF00001290,0.026176488349086206
PF00001294,0.025110775108224154
PF00001296,0.02547215071973543
PF00001303,0.026127936366061134
PF00001305,0.027958070104143494
PF00001306,0.02599856922903586
PF00001309,0.026696165409604452
PF00001310,0.026212238196045057
PF00001312,0.02566100643978977
PF00001313,0.05362241256236532
PF00001316,0.025549799682355316
PF00001319,0.0254262477703855
PF00001324,0.02636294079975496
PF00001325,0.026136963170061655
PF00001331,0.026279208110590434
PF00001333,0.0535338264081811
PF00001334,0.02540637930448358
PF00001335,0.026176488349086206
PF00001340,0.02557340538912441
PF00001345,0.025948124906750743
PF00001348,0.04855995999127162
PF00001352,0.02531566411025375
PF00001354,0.02531437718084838
PF00001355,0.05059373705874189
PF00001356,0.046450506476593253
PF00001368,0.026840205213032455
PF00001370,0.027731822682124273
PF00001372,0.026165868853748386
PF00001375,0.027829829204314642
PF00001382,0.028746714694873547
PF00001384,0.026192275112410596
PF00001388,0.026929137314073533
PF00001389,0.026013248248340438
PF00001391,0.026550270147910945
PF00001412,0.04293949354353447
PF00001419,0.05657133767855363
PF00001424,0.028803454643742118
PF00001427,0.028945779376076522
PF00001428,0.029352705113824575
PF00001430,0.028807385435050726
PF00001432,0.04400925356187219
PF00001433,0.02945742626017715
PF00001438,0.027511140765043227
PF00001440,0.05163476850241986
PF00001441,0.028204297813541137
PF00001446,0.028155745830516065
PF00001450,0.02820545063389121
PF00001453,0.045433982951747984
PF00001456,0.028204297813541137
PF00001458,0.028342691754566933
PF00001463,0.05295873253891771
PF00001464,0.029808644486628663
PF00001471,0.05191525358675262
PF00001473,0.035238225793250234
PF00001474,0.05493827952421016
PF00001480,0.028450441689407746
PF00001486,0.05060092712204161
PF00001493,0.05772174733290967
PF00001494,0.03705092953141704
PF00001497,0.03086018218696678
PF00001500,0.031024634614455232
PF00001503,0.05354321367111817
PF00001505,0.031163404896558857
PF00001508,0.030354874708864166
PF00001510,0.03718810737157428
PF00001511,0.030794942542757997
PF00001512,0.05218737048939937
PF00001515,0.03385550968916391
PF00001516,0.05801795124171772
PF00001519,0.05731277890999973
PF00001522,0.03174281119567024
PF00001529,0.031467997294909206
PF00001532,0.03171599775250363
PF00001535,0.03486957614433676
PF00001536,0.031817252421892615
PF00001537,0.031817252421892615
PF00001540,0.05125838242620688
PF00001541,0.03365079240095426
PF00001542,0.054606095681705095
PF00001547,0.0348646296578123
PF00001550,0.05730191435257175
PF00001553,0.032179454769080164
PF00001556,0.032039773898648996
PF00001561,0.058431165940297354
PF00001564,0.05514946043913922
PF00001565,0.03323389525126504
PF00001569,0.0337833246901157
PF00001572,0.05917688451137961
PF00001575,0.033680705451811566
PF00001578,0.033391246130971844
PF00001579,0.05583838785599044
PF00001583,0.034335344076138766
PF00001589,0.0351811256605647
PF00001590,0.05741414783875153
PF00001592,0.039006064092793814
PF00001593,0.06055739729884522
PF00001597,0.03537375610013491
PF00001599,0.03695205356144963
PF00001614,0.03658921075679965
PF00001618,0.0362595509451188
PF00001619,0.03622241167348199
PF00001629,0.03636080561450779
PF00001626,0.03597464958737421
PF00001628,0.03575052127167616
PF00001631,0.06150752753157296
PF00001632,0.03622241167348199
PF00001633,0.03622112474407661
PF00001635,0.0363431630062822
PF00001642,0.03622241167348199
PF00001648,0.03826851519106996
PF00001654,0.03606762339048006
PF00001655,0.038712761348842224
PF00001656,0.0365593080904343
PF00001660,0.036635475809349116
PF00001661,0.06131580821779372
PF00001665,0.035687634950941696
PF00001667,0.06150752753157296
PF00001677,0.06118801449641153
PF00001682,0.04031938350442874
PF00001690,0.04061706610074753
PF00001693,0.04051974222266716
PF00001711,0.04007353670468974
PF00001712,0.04108125070282743
PF00001713,0.04094285676180163
PF00001714,0.04108125070282743
PF00001719,0.04079607370546594
PF00001728,0.04079607370546594
PF00001729,0.039779009595640645
PF00001731,0.05993395501849386
PF00001732,0.04083449990650812
PF00001745,0.04343778451241726
PF00001749,0.04368846610004518
PF00001751,0.06631259867675653
PF00001754,0.0460524554855236
PF00001756,0.04793737059575238
PF00001765,0.04417979471046355
PF00001767,0.04361156460198037
PF00001768,0.06713214070083087
PF00001770,0.04362877840523216
PF00001772,0.04319403088129379
PF00001774,0.0436662882836494
PF00001776,0.04338111128628792
PF00001779,0.06636049882671206
PF00001786,0.06021483184518187
PF00001787,0.04723244560204975
PF00001789,0.04338111128628792
PF00001792,0.043527894342623615
PF00001793,0.06730081820052644
PF00001797,0.04333066507573452
PF00001801,0.04158493344280467
PF00001805,0.043346962556361376
PF00001807,0.06730081820052644
PF00001808,0.043346962556361376
PF00001809,0.043208568615335584
PF00001813,0.04341825053500817
PF00001819,0.04444257077455399
PF00001820,0.04444257077455399
PF00001824,0.04579818279356156
PF00001834,0.045165984418842925
PF00001837,0.06877707043347389
PF00001841,0.04525672664285663
PF00001842,0.04652397115097303
PF00001844,0.045974373986139475
PF00001846,0.045804599949836704
PF00001847,0.04615717206765537
PF00001848,0.046462026214883594
PF00001849,0.04978073523774781
PF00001854,0.04604401530222568
PF00001857,0.0458200055348572
PF00001863,0.04610328372011864
PF00001865,0.04646173765836723
PF00001867,0.046319412926032824
PF00001868,0.04829937458744556
PF00001869,0.046214986862047926
PF00001875,0.046214986862047926
PF00001878,0.059465596462328976
PF00001879,0.04669014280065909
PF00001880,0.04669014280065909
PF00001886,0.04632334371734143
PF00001887,0.04662610404731019
PF00001895,0.044080704593667946
PF00001900,0.04688601790342858
PF00001904,0.06768668731328133
PF00001907,0.04683129422175953
PF00001908,0.04660084090606709
PF00001912,0.04696919598464488
PF00001920,0.0628716396867062
PF00001921,0.06858151642482535
PF00001922,0.04711554786805622
PF00001923,0.046751357115244085
PF00001924,0.04822947724721508
PF00001925,0.05131367820726245
PF00001929,0.04995833452111389
PF00001935,0.07305414938720495
PF00001936,0.04919279635136263
PF00001937,0.04922565812896724
PF00001939,0.04963390029184251
PF00001951,0.047476257602001234
PF00001948,0.048793615606314254
PF00001952,0.06607851166661499
PF00001953,0.0484739402035706
PF00001960,0.04926583269936341
PF00001963,0.04851411477396677
PF00001966,0.06611868623701116
PF00001970,0.04894499797995514
PF00001975,0.049090646189424395
PF00001978,0.04851411477396677
PF00001985,0.07281293090738111
PF00001987,0.06611868623701116
PF00001988,0.0492329709217588
PF00001995,0.05045324252220065
PF00001996,0.04990451335280295
PF00001997,0.051763804238170334
PF00001999,0.06652016189189272
PF00002000,0.05014940657064603
PF00002001,0.07291521083637342
PF00002008,0.0520565725890559
PF00002010,0.0721022898283834
PF00002011,0.05123437366721433
PF00002012,0.052528526775247865
PF00002015,0.052280764505738354
PF00002016,0.05263220898964925
PF00002022,0.05104322338691341
PF00002026,0.0524541009927907
PF00002031,0.053763797286655146
PF00002032,0.056317962205988316
PF00002036,0.054561372877046585
PF00002038,0.05441818462845469
PF00002042,0.0543108816246277
PF00002044,0.06844188300299198
PF00002045,0.05198149327612852
PF00002049,0.054808123673365884
PF00002050,0.054057977281225265
PF00002051,0.05492879444941124
PF00002054,0.052458748757137345
PF00002058,0.053763797286655146
PF00002069,0.053627126952832255
PF00002073,0.053627126952832255
PF00002076,0.052597531653148503
PF00002077,0.05387221245072605
PF00002084,0.053109368156384285
PF00002085,0.05349866979126735
PF00002087,0.05504926544496778
PF00002089,0.052628602831090665
PF00002099,0.05504239401385805
PF00002103,0.05332748626672869
PF00002105,0.04882361320043335
PF00002106,0.05356492726624302
PF00002109,0.053314245678615105
PF00002113,0.0531197608969157
PF00002121,0.05341396755311271
PF00002128,0.07223639164400442
PF00002129,0.05232926617432067
PF00002131,0.05266698390430867
PF00002140,0.058380067493390114
PF00002141,0.058823394494727954
